System Type,System Type Detail,InterState Indicator,Total Miles,State Name,Calendar Year,Operator Count
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,239.35,SOUTH DAKOTA,2015,22231
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1456.735,SOUTH DAKOTA,2015,30750
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12,SOUTH DAKOTA,2015,30964
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,35.28,SOUTH DAKOTA,2015,31090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,24,SOUTH DAKOTA,2015,31094
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1613.423,SOUTH DAKOTA,2015,31632
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,158.3,TENNESSEE,2010,49
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,17,TENNESSEE,2010,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,393,TENNESSEE,2010,774
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,14.5,TENNESSEE,2010,972
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,131,TENNESSEE,2010,985
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,336,TENNESSEE,2010,1616
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,213,TENNESSEE,2010,1840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,147,TENNESSEE,2010,2176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1592.27,TENNESSEE,2010,2288
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,704,TENNESSEE,2010,2412
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,888,TENNESSEE,2010,2460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,19,TENNESSEE,2010,2556
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,311.38,TENNESSEE,2010,2764
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,81,TENNESSEE,2010,2853
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,35,TENNESSEE,2010,2880
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,131.5,TENNESSEE,2010,3610
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,250,TENNESSEE,2010,3660
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,715,TENNESSEE,2010,4370
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10.75,TENNESSEE,2010,4480
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,105,TENNESSEE,2010,4567
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,248.283,TENNESSEE,2010,5110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,TENNESSEE,2010,6035
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,362,TENNESSEE,2010,6040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,580,TENNESSEE,2010,6370
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,723,TENNESSEE,2010,6716
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,87,TENNESSEE,2010,7025
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,326,TENNESSEE,2010,7060
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,104,TENNESSEE,2010,7090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,273,TENNESSEE,2010,7170
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,244,TENNESSEE,2010,7215
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,17,TENNESSEE,2010,7225
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,73,TENNESSEE,2010,7310
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,232,TENNESSEE,2010,7365
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,110,TENNESSEE,2010,7650
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,393,TENNESSEE,2010,7655
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,777.6,TENNESSEE,2010,9040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,162.07,TENNESSEE,2010,9100
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,399.4,TENNESSEE,2010,9200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2350,TENNESSEE,2010,10310
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,78,TENNESSEE,2010,11064
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,144,TENNESSEE,2010,11120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,317.515,TENNESSEE,2010,11296
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,235,TENNESSEE,2010,11336
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,189,TENNESSEE,2010,11376
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97.645,TENNESSEE,2010,11416
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,502,TENNESSEE,2010,11448
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,142,TENNESSEE,2010,11520
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,83.5,TENNESSEE,2010,11600
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,29.2,TENNESSEE,2010,11624
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,26,TENNESSEE,2010,11752
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,266.65,TENNESSEE,2010,11776
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,51,TENNESSEE,2010,12042
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,68,TENNESSEE,2010,12168
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,80.13,TENNESSEE,2010,12204
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,TENNESSEE,2010,12222
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,51,TENNESSEE,2010,12234
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4830.69,TENNESSEE,2010,12342
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3505,TENNESSEE,2010,12438
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,165.55,TENNESSEE,2010,12697
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,87.5,TENNESSEE,2010,13430
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,442,TENNESSEE,2010,14010
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10.5,TENNESSEE,2010,14040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,483,TENNESSEE,2010,15126
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,264.64,TENNESSEE,2010,15140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3180.88,TENNESSEE,2010,15518
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,67,TENNESSEE,2010,15560
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,257,TENNESSEE,2010,15784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,604,TENNESSEE,2010,15826
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,79,TENNESSEE,2010,15966
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,220,TENNESSEE,2010,17470
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,160,TENNESSEE,2010,17600
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,278,TENNESSEE,2010,18124
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,101,TENNESSEE,2010,18176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,611,TENNESSEE,2010,18192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,304,TENNESSEE,2010,18368
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,238,TENNESSEE,2010,18392
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38.3,TENNESSEE,2010,18432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,332.81,TENNESSEE,2010,18591
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,60,TENNESSEE,2010,18768
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,184,TENNESSEE,2010,19471
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,5.5,TENNESSEE,2010,19670
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12,TENNESSEE,2010,19710
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,145,TENNESSEE,2010,20030
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3214,TENNESSEE,2010,20211
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,23,TENNESSEE,2010,22315
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,809.51,TENNESSEE,2010,22434
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,68,TENNESSEE,2010,25126
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,18.5,TENNESSEE,2010,30030
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,120,TENNESSEE,2010,30618
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,TENNESSEE,2010,30643
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,174,TENNESSEE,2010,30669
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,7,TENNESSEE,2010,30863
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,TENNESSEE,2010,30975
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,116,TENNESSEE,2010,31498
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,TENNESSEE,2010,31694
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2,TENNESSEE,2010,31987
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12.5,TENNESSEE,2010,32165
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,68,TENNESSEE,2010,32229
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3.83,TENNESSEE,2010,32298
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,14.5,TENNESSEE,2010,32307
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,159.01,TENNESSEE,2011,49
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,18,TENNESSEE,2011,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,393,TENNESSEE,2011,774
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,14.5,TENNESSEE,2011,972
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,133,TENNESSEE,2011,985
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,336,TENNESSEE,2011,1616
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,214,TENNESSEE,2011,1840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,149,TENNESSEE,2011,2176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1592.8,TENNESSEE,2011,2288
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,715,TENNESSEE,2011,2412
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,892,TENNESSEE,2011,2460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,315.58,TENNESSEE,2011,2764
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,81,TENNESSEE,2011,2853
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,35,TENNESSEE,2011,2880
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,131.5,TENNESSEE,2011,3610
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,251,TENNESSEE,2011,3660
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,724,TENNESSEE,2011,4370
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10.75,TENNESSEE,2011,4480
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,105,TENNESSEE,2011,4567
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,260.601,TENNESSEE,2011,5110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,21,TENNESSEE,2011,5640
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,TENNESSEE,2011,6035
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,364,TENNESSEE,2011,6040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,584,TENNESSEE,2011,6370
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,726,TENNESSEE,2011,6716
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,87,TENNESSEE,2011,7025
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,327,TENNESSEE,2011,7060
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,104,TENNESSEE,2011,7090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,274,TENNESSEE,2011,7170
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,252,TENNESSEE,2011,7215
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,TENNESSEE,2011,7225
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70,TENNESSEE,2011,7310
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,220,TENNESSEE,2011,7365
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,110,TENNESSEE,2011,7650
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,393,TENNESSEE,2011,7655
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,781.23,TENNESSEE,2011,9040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,162.07,TENNESSEE,2011,9100
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,410.3,TENNESSEE,2011,9200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2355,TENNESSEE,2011,10310
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,79,TENNESSEE,2011,11064
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,144,TENNESSEE,2011,11120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,317.515,TENNESSEE,2011,11296
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,241,TENNESSEE,2011,11336
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,194,TENNESSEE,2011,11376
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97.714,TENNESSEE,2011,11416
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,506,TENNESSEE,2011,11448
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,142,TENNESSEE,2011,11520
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,84,TENNESSEE,2011,11600
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,29.2,TENNESSEE,2011,11624
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,26,TENNESSEE,2011,11752
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,266.716,TENNESSEE,2011,11776
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,51,TENNESSEE,2011,12042
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,68,TENNESSEE,2011,12168
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,80.61,TENNESSEE,2011,12204
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,TENNESSEE,2011,12222
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,51,TENNESSEE,2011,12234
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4835.86,TENNESSEE,2011,12342
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3617,TENNESSEE,2011,12438
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,165.55,TENNESSEE,2011,12697
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,89.5,TENNESSEE,2011,13430
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,449,TENNESSEE,2011,14010
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10.5,TENNESSEE,2011,14040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,493,TENNESSEE,2011,15126
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,266.64,TENNESSEE,2011,15140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3196.02,TENNESSEE,2011,15518
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,67,TENNESSEE,2011,15560
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,258,TENNESSEE,2011,15784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,621,TENNESSEE,2011,15826
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,79,TENNESSEE,2011,15966
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,223,TENNESSEE,2011,17470
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,161,TENNESSEE,2011,17600
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,279,TENNESSEE,2011,18124
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,101,TENNESSEE,2011,18176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,622,TENNESSEE,2011,18192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,305.25,TENNESSEE,2011,18368
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,238,TENNESSEE,2011,18392
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38.3,TENNESSEE,2011,18432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,333.92,TENNESSEE,2011,18591
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,60,TENNESSEE,2011,18768
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,184,TENNESSEE,2011,19471
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,5.5,TENNESSEE,2011,19670
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12,TENNESSEE,2011,19710
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,145,TENNESSEE,2011,20030
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3230.5,TENNESSEE,2011,20211
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,23,TENNESSEE,2011,22315
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,825.21,TENNESSEE,2011,22434
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,TENNESSEE,2011,25126
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,120,TENNESSEE,2011,30618
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30,TENNESSEE,2011,30643
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,177,TENNESSEE,2011,30669
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,7,TENNESSEE,2011,30863
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,TENNESSEE,2011,30975
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,55,TENNESSEE,2011,31315
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,117,TENNESSEE,2011,31498
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,TENNESSEE,2011,31694
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12.5,TENNESSEE,2011,32165
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,0.827,TENNESSEE,2011,32188
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,68,TENNESSEE,2011,32229
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3.83,TENNESSEE,2011,32298
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,14.5,TENNESSEE,2011,32307
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,TENNESSEE,2011,32647
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,164.247,TENNESSEE,2012,49
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,18,TENNESSEE,2012,766
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,393,TENNESSEE,2012,774
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,14.5,TENNESSEE,2012,972
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,134,TENNESSEE,2012,985
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,336,TENNESSEE,2012,1616
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,215,TENNESSEE,2012,1840
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,149,TENNESSEE,2012,2176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,1592.6,TENNESSEE,2012,2288
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,719.75,TENNESSEE,2012,2412
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,904,TENNESSEE,2012,2460
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,319.48,TENNESSEE,2012,2764
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,81,TENNESSEE,2012,2853
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,35,TENNESSEE,2012,2880
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,131.5,TENNESSEE,2012,3610
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,251,TENNESSEE,2012,3660
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,738.5,TENNESSEE,2012,4370
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10.75,TENNESSEE,2012,4480
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,106,TENNESSEE,2012,4567
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,264.376,TENNESSEE,2012,5110
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,21,TENNESSEE,2012,5640
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,TENNESSEE,2012,6035
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,367,TENNESSEE,2012,6040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,585,TENNESSEE,2012,6370
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,734,TENNESSEE,2012,6716
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,88,TENNESSEE,2012,7025
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,332,TENNESSEE,2012,7060
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,104,TENNESSEE,2012,7090
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,277,TENNESSEE,2012,7170
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,266,TENNESSEE,2012,7215
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,TENNESSEE,2012,7225
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,70,TENNESSEE,2012,7310
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,224,TENNESSEE,2012,7365
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,110,TENNESSEE,2012,7650
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,395,TENNESSEE,2012,7655
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,793.14,TENNESSEE,2012,9040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,162.07,TENNESSEE,2012,9100
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,423,TENNESSEE,2012,9200
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,2356,TENNESSEE,2012,10310
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,80,TENNESSEE,2012,11064
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,144,TENNESSEE,2012,11120
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,319.207,TENNESSEE,2012,11296
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,244,TENNESSEE,2012,11336
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,195,TENNESSEE,2012,11376
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,97.71,TENNESSEE,2012,11416
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,510,TENNESSEE,2012,11448
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,149,TENNESSEE,2012,11520
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,84.3,TENNESSEE,2012,11600
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,30.2,TENNESSEE,2012,11624
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,26,TENNESSEE,2012,11752
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,267.256,TENNESSEE,2012,11776
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,51,TENNESSEE,2012,12042
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,68,TENNESSEE,2012,12168
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,80.88,TENNESSEE,2012,12204
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,34,TENNESSEE,2012,12222
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,51,TENNESSEE,2012,12234
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,4838.38,TENNESSEE,2012,12342
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3651,TENNESSEE,2012,12438
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,165.55,TENNESSEE,2012,12697
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,89.5,TENNESSEE,2012,13430
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,454,TENNESSEE,2012,14010
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,10.5,TENNESSEE,2012,14040
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,496,TENNESSEE,2012,15126
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,266.64,TENNESSEE,2012,15140
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3222.74,TENNESSEE,2012,15518
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,67,TENNESSEE,2012,15560
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,259,TENNESSEE,2012,15784
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,632,TENNESSEE,2012,15826
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,80,TENNESSEE,2012,15966
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,225,TENNESSEE,2012,17470
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,161,TENNESSEE,2012,17600
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,279,TENNESSEE,2012,18124
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,101,TENNESSEE,2012,18176
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,633,TENNESSEE,2012,18192
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,306.14,TENNESSEE,2012,18368
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,240,TENNESSEE,2012,18392
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,38.3,TENNESSEE,2012,18432
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,342.99,TENNESSEE,2012,18591
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,60,TENNESSEE,2012,18768
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,184,TENNESSEE,2012,19471
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,5.5,TENNESSEE,2012,19670
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,12,TENNESSEE,2012,19710
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,145,TENNESSEE,2012,20030
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,3246.5,TENNESSEE,2012,20211
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,23,TENNESSEE,2012,22315
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,831.82,TENNESSEE,2012,22434
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,57.95,TENNESSEE,2012,25126
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,18.5,TENNESSEE,2012,30030
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,120,TENNESSEE,2012,30618
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,40,TENNESSEE,2012,30643
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,179,TENNESSEE,2012,30669
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,11,TENNESSEE,2012,30975
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,55,TENNESSEE,2012,31315
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,118,TENNESSEE,2012,31498
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,59,TENNESSEE,2012,31694
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,13.5,TENNESSEE,2012,32165
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,0.827,TENNESSEE,2012,32188
GAS DISTRIBUTION,MAIN,NOT SPECIFIED,0.125,TENNESSEE,2012,32190
