Calendar Year,System Type,LNG Tanks,LNG Plants,Facility Status,Report ID,LNG No Leaks Incidents,PORTAL_DATE,Operator Count,Operator Count,State Name,Pipeline Region Name,Inter / Intra
2010,LNG,1,1,I,20110001,N,2017-03-07 04:06:52,1,909,GEORGIA,SOUTHERN,INTRASTATE
2010,LNG,6,4,I,20110002,N,2017-03-07 04:06:52,1,180,ALABAMA,SOUTHERN,INTRASTATE
2010,LNG,1,1,I,20110003,N,2017-03-07 04:06:52,1,17540,VIRGINIA,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110004,N,2017-03-07 04:06:52,1,2704,NEW YORK,EASTERN,INTRASTATE
2010,LNG,3,2,I,20110005,N,2017-03-07 04:06:52,1,13299,NEW JERSEY,EASTERN,INTRASTATE
2010,LNG,3,3,I,20110006,N,2017-03-07 04:06:52,1,16667,NEW HAMPSHIRE,EASTERN,INTRASTATE
2010,LNG,2,1,I,20110007,N,2017-03-07 04:06:52,1,1800,NEW YORK,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110008,N,2017-03-07 04:06:52,1,11713,NEW YORK,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110009,N,2017-03-07 04:06:52,1,4547,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,2,2,I,20110010,N,2017-03-07 04:06:52,1,11856,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110011,N,2017-03-07 04:06:52,1,2616,VIRGINIA,EASTERN,INTERSTATE
2010,LNG,1,1,I,20110012,N,2017-03-07 04:06:52,1,2288,TENNESSEE,SOUTHERN,INTERSTATE
2010,LNG,3,2,I,20110013,N,2017-03-07 04:06:52,1,2066,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,3,3,I,20110014,N,2017-03-07 04:06:52,1,1640,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,4,3,I,20110015,N,2017-03-07 04:06:52,1,792,GEORGIA,SOUTHERN,INTRASTATE
2010,LNG,1,1,I,20110016,N,2017-03-07 04:06:52,1,4350,NEW JERSEY,EASTERN,INTRASTATE
2010,LNG,2,2,I,20110017,N,2017-03-07 04:06:52,1,2392,INDIANA,CENTRAL,INTRASTATE
2010,LNG,1,1,I,20110018,N,2017-03-07 04:06:52,1,13480,RHODE ISLAND,EASTERN,INTERSTATE
2010,LNG,2,2,I,20110018,N,2017-03-07 04:06:52,1,13480,RHODE ISLAND,EASTERN,INTRASTATE
2010,LNG,2,1,I,20110019,N,2017-03-07 04:06:52,1,15329,ILLINOIS,CENTRAL,INTRASTATE
2010,LNG,1,1,I,20110020,N,2017-03-07 04:06:52,1,13783,WISCONSIN,CENTRAL,INTRASTATE
2010,LNG,1,1,I,20110021,N,2017-03-07 04:06:52,1,22777,WISCONSIN,CENTRAL,INTRASTATE
2010,LNG,4,1,I,20110022,N,2017-03-07 04:06:52,1,22763,WISCONSIN,CENTRAL,INTRASTATE
2010,LNG,5,1,I,20110023,N,2017-03-07 04:06:52,1,32152,LOUISIANA,SOUTHWEST,INTERSTATE
2010,LNG,1,1,I,20110024,N,2017-03-07 04:06:52,1,2700,CONNECTICUT,EASTERN,INTRASTATE
2010,LNG,5,2,I,20110025,N,2017-03-07 04:06:52,1,1088,MARYLAND,EASTERN,INTRASTATE
2010,LNG,2,1,I,20110026,N,2017-03-07 04:06:52,1,32206,TEXAS,SOUTHWEST,INTERSTATE
2010,LNG,1,1,I,20110027,N,2017-03-07 04:06:52,1,15952,NEW JERSEY,EASTERN,INTRASTATE
2010,LNG,2,2,I,20110028,N,2017-03-07 04:06:52,1,8160,IDAHO,WESTERN,INTRASTATE
2010,LNG,3,1,I,20110029,N,2017-03-07 04:06:52,1,15480,ALASKA,WESTERN,INTERSTATE
2010,LNG,3,2,I,20110030,N,2017-03-07 04:06:52,1,15469,PENNSYLVANIA,EASTERN,INTRASTATE
2010,LNG,3,1,I,20110031,N,2017-03-07 04:06:52,1,13795,MAINE,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110032,N,2017-03-07 04:06:52,1,31421,CONNECTICUT,EASTERN,INTERSTATE
2010,LNG,1,1,I,20110033,N,2017-03-07 04:06:52,1,18440,NEW JERSEY,EASTERN,INTRASTATE
2010,LNG,4,3,I,20110034,N,2017-03-07 04:06:52,1,30750,IOWA,CENTRAL,INTRASTATE
2010,LNG,1,1,I,20110035,N,2017-03-07 04:06:52,1,4070,TENNESSEE,SOUTHERN,INTERSTATE
2010,LNG,1,1,I,20110036,N,2017-03-07 04:06:52,1,12390,NEBRASKA,CENTRAL,INTRASTATE
2010,LNG,4,2,I,20110037,N,2017-03-07 04:06:52,1,22189,WASHINGTON,WESTERN,INTRASTATE
2010,LNG,2,1,I,20110038,N,2017-03-07 04:06:52,1,19570,NEW JERSEY,EASTERN,INTERSTATE
2010,LNG,2,1,I,20110038,N,2017-03-07 04:06:52,1,19570,NORTH CAROLINA,SOUTHERN,INTERSTATE
2010,LNG,9,4,I,20110039,N,2017-03-07 04:06:52,1,1209,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110040,N,2017-03-07 04:06:52,1,2604,VIRGINIA,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110041,N,2017-03-07 04:06:52,1,630,ARKANSAS,SOUTHWEST,INTRASTATE
2010,LNG,1,1,I,20110042,N,2017-03-07 04:06:52,1,20211,GEORGIA,SOUTHERN,INTRASTATE
2010,LNG,1,1,I,20110043,N,2017-03-07 04:06:52,1,15033,NEVADA,WESTERN,INTERSTATE
2010,LNG,2,1,I,20110044,N,2017-03-07 04:06:52,1,13845,WASHINGTON,WESTERN,INTERSTATE
2010,LNG,1,2,I,20110045,N,2017-03-07 04:06:52,1,12350,MINNESOTA,CENTRAL,INTRASTATE
2010,LNG,0,1,I,20110045,N,2017-03-07 04:06:52,1,12350,TEXAS,SOUTHWEST,INTRASTATE
2010,LNG,1,1,I,20110046,N,2017-03-07 04:06:52,1,31191,MONTANA,WESTERN,INTRASTATE
2010,LNG,1,1,I,20110047,N,2017-03-07 04:06:52,1,3240,DELAWARE,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110048,N,2017-03-07 04:06:52,1,13860,CONNECTICUT,EASTERN,INTRASTATE
2010,LNG,3,1,I,20110049,N,2017-03-07 04:06:52,1,32214,LOUISIANA,SOUTHWEST,INTERSTATE
2010,LNG,1,1,I,20110050,N,2017-03-07 04:06:52,1,13750,IOWA,CENTRAL,INTERSTATE
2010,LNG,1,1,I,20110050,N,2017-03-07 04:06:52,1,13750,MINNESOTA,CENTRAL,INTERSTATE
2010,LNG,1,1,I,20110051,N,2017-03-07 04:06:52,1,15938,NORTH CAROLINA,SOUTHERN,INTRASTATE
2010,LNG,4,1,I,20110052,N,2017-03-07 04:06:52,1,19733,LOUISIANA,SOUTHWEST,INTERSTATE
2010,LNG,2,1,I,20110053,N,2017-03-07 04:06:52,1,13730,INDIANA,CENTRAL,INTRASTATE
2010,LNG,1,1,I,20110054,N,2017-03-07 04:06:52,1,10320,INDIANA,CENTRAL,INTRASTATE
2010,LNG,1,1,I,20110055,N,2017-03-07 04:06:52,1,5200,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,2,2,I,20110056,N,2017-03-07 04:06:52,1,15518,NORTH CAROLINA,SOUTHERN,INTRASTATE
2010,LNG,1,1,I,20110056,N,2017-03-07 04:06:52,1,15518,TENNESSEE,SOUTHERN,INTRASTATE
2010,LNG,3,1,I,20110057,N,2017-03-07 04:06:52,1,7351,MASSACHUSETTS,EASTERN,INTERSTATE
2010,LNG,2,1,I,20110057,N,2017-03-07 04:06:52,1,7351,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,3,3,I,20110058,N,2017-03-07 04:06:52,1,13840,OREGON,WESTERN,INTRASTATE
2010,LNG,5,1,I,20110059,N,2017-03-07 04:06:52,1,18490,GEORGIA,SOUTHERN,INTERSTATE
2010,LNG,1,1,I,20110060,N,2017-03-07 04:06:52,1,12342,TENNESSEE,SOUTHERN,INTRASTATE
2010,LNG,2,1,I,20110061,N,2017-03-07 04:06:52,1,31636,MINNESOTA,CENTRAL,INTRASTATE
2010,LNG,2,1,I,20110062,N,2017-03-07 04:06:52,1,3411,MASSACHUSETTS,EASTERN,INTERSTATE
2010,LNG,2,1,I,20110063,N,2017-03-07 04:06:52,1,18112,CALIFORNIA,WESTERN,INTRASTATE
2010,LNG,5,8,I,20110064,N,2017-03-07 04:06:52,1,15007,CALIFORNIA,WESTERN,INTRASTATE
2010,LNG,3,2,I,20110065,N,2017-03-07 04:06:52,1,18408,SOUTH CAROLINA,SOUTHERN,INTRASTATE
2010,LNG,1,1,I,20110066,N,2017-03-07 04:06:52,1,15462,PENNSYLVANIA,EASTERN,INTRASTATE
2010,LNG,1,1,I,20110067,N,2017-03-07 04:06:52,1,24015,CONNECTICUT,EASTERN,INTRASTATE
2010,LNG,1,1,I,20120057,N,2017-03-07 04:06:52,1,19740,ALABAMA,SOUTHERN,INTERSTATE
2010,LNG,2,1,I,20120066,N,2017-03-07 04:06:52,1,1344,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,1,1,I,20120068,N,2017-03-07 04:06:52,1,12444,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,5,2,I,20120071,N,2017-03-07 04:06:52,1,31044,WYOMING,WESTERN,INTRASTATE
2010,LNG,4,1,I,20120073,N,2017-03-07 04:06:52,1,6790,NORTH CAROLINA,SOUTHERN,INTRASTATE
2010,LNG,4,1,I,20120075,N,2017-03-07 04:06:52,1,7330,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,2,1,I,20120081,N,2017-03-07 04:06:52,1,31337,ARIZONA,WESTERN,INTERSTATE
2010,LNG,1,1,I,20120085,N,2017-03-07 04:06:52,1,31770,MASSACHUSETTS,EASTERN,INTRASTATE
2010,LNG,7,1,I,20120087,N,2017-03-07 04:06:52,1,31664,MARYLAND,EASTERN,INTERSTATE
2010,LNG,1,1,I,20120089,N,2017-03-07 04:06:52,1,38927,PENNSYLVANIA,EASTERN,INTERSTATE
2010,LNG,8,3,I,20130066,N,2017-03-07 04:06:52,1,99128,ALASKA,WESTERN,INTRASTATE
2011,LNG,1,1,I,20120001,Y,2017-03-07 04:06:52,1,11713,NEW YORK,EASTERN,INTRASTATE
2011,LNG,2,1,I,20120002,Y,2017-03-07 04:06:52,1,1800,NEW YORK,EASTERN,INTRASTATE
2011,LNG,3,3,I,20120003,Y,2017-03-07 04:06:52,1,16667,NEW HAMPSHIRE,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120004,Y,2017-03-07 04:06:52,1,13480,RHODE ISLAND,EASTERN,INTERSTATE
2011,LNG,2,2,I,20120004,Y,2017-03-07 04:06:52,1,13480,RHODE ISLAND,EASTERN,INTRASTATE
2011,LNG,2,2,I,20120005,Y,2017-03-07 04:06:52,1,11856,MASSACHUSETTS,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120006,N,2017-03-07 04:06:52,1,18440,NEW JERSEY,EASTERN,INTRASTATE
2011,LNG,3,2,I,20120007,Y,2017-03-07 04:06:52,1,2066,MASSACHUSETTS,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120008,Y,2017-03-07 04:06:52,1,4547,MASSACHUSETTS,EASTERN,INTRASTATE
2011,LNG,2,1,I,20120009,N,2017-03-07 04:06:52,1,13845,WASHINGTON,WESTERN,INTERSTATE
2011,LNG,1,1,I,20120010,Y,2017-03-07 04:06:52,1,909,GEORGIA,SOUTHERN,INTRASTATE
2011,LNG,6,4,I,20120011,N,2017-03-07 04:06:52,1,180,ALABAMA,SOUTHERN,INTRASTATE
2011,LNG,4,3,I,20120012,N,2017-03-07 04:06:52,1,792,GEORGIA,SOUTHERN,INTRASTATE
2011,LNG,2,1,I,20120013,Y,2017-03-07 04:06:52,1,15329,ILLINOIS,CENTRAL,INTRASTATE
2011,LNG,1,1,I,20120014,N,2017-03-07 04:06:52,1,2288,TENNESSEE,SOUTHERN,INTERSTATE
2011,LNG,1,1,I,20120015,N,2017-03-07 04:06:52,1,4350,NEW JERSEY,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120016,Y,2017-03-07 04:06:52,1,13750,IOWA,CENTRAL,INTERSTATE
2011,LNG,1,1,I,20120016,Y,2017-03-07 04:06:52,1,13750,MINNESOTA,CENTRAL,INTERSTATE
2011,LNG,1,1,I,20120017,Y,2017-03-07 04:06:52,1,15462,PENNSYLVANIA,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120018,N,2017-03-07 04:06:52,1,630,ARKANSAS,SOUTHWEST,INTRASTATE
2011,LNG,1,1,I,20120019,Y,2017-03-07 04:06:52,1,5200,MASSACHUSETTS,EASTERN,INTRASTATE
2011,LNG,3,1,I,20120020,N,2017-03-07 04:06:52,1,13795,MAINE,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120021,Y,2017-03-07 04:06:52,1,15938,NORTH CAROLINA,SOUTHERN,INTRASTATE
2011,LNG,1,1,I,20120022,Y,2017-03-07 04:06:52,1,2616,VIRGINIA,EASTERN,INTERSTATE
2011,LNG,2,2,I,20120023,Y,2017-03-07 04:06:52,1,2392,INDIANA,CENTRAL,INTRASTATE
2011,LNG,1,1,I,20120024,N,2017-03-07 04:06:52,1,2704,NEW YORK,EASTERN,INTRASTATE
2011,LNG,3,3,I,20120025,Y,2017-03-07 04:06:52,1,1640,MASSACHUSETTS,EASTERN,INTRASTATE
2011,LNG,2,1,I,20120026,Y,2017-03-07 04:06:52,1,32206,TEXAS,SOUTHWEST,INTERSTATE
2011,LNG,1,1,I,20120027,Y,2017-03-07 04:06:52,1,31421,CONNECTICUT,EASTERN,INTERSTATE
2011,LNG,1,1,I,20120028,Y,2017-03-07 04:06:52,1,2700,CONNECTICUT,EASTERN,INTRASTATE
2011,LNG,3,2,I,20120029,N,2017-03-07 04:06:52,1,13730,INDIANA,CENTRAL,INTRASTATE
2011,LNG,1,1,I,20120030,Y,2017-03-07 04:06:52,1,22777,WISCONSIN,CENTRAL,INTRASTATE
2011,LNG,4,1,I,20120031,Y,2017-03-07 04:06:52,1,22763,WISCONSIN,CENTRAL,INTRASTATE
2011,LNG,2,1,I,20120032,N,2017-03-07 04:06:52,1,1344,MASSACHUSETTS,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120033,Y,2017-03-07 04:06:52,1,31191,MONTANA,WESTERN,INTRASTATE
2011,LNG,1,1,I,20120034,Y,2017-03-07 04:06:52,1,13860,CONNECTICUT,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120035,N,2017-03-07 04:06:52,1,13783,WISCONSIN,CENTRAL,INTRASTATE
2011,LNG,2,2,I,20120036,Y,2017-03-07 04:06:52,1,15518,NORTH CAROLINA,SOUTHERN,INTRASTATE
2011,LNG,1,1,I,20120036,Y,2017-03-07 04:06:52,1,15518,TENNESSEE,SOUTHERN,INTRASTATE
2011,LNG,3,2,I,20120037,N,2017-03-07 04:06:52,1,18408,SOUTH CAROLINA,SOUTHERN,INTRASTATE
2011,LNG,1,1,I,20120038,N,2017-03-07 04:06:52,1,12390,NEBRASKA,CENTRAL,INTRASTATE
2011,LNG,3,2,I,20120039,Y,2017-03-07 04:06:52,1,13299,NEW JERSEY,EASTERN,INTRASTATE
2011,LNG,1,2,I,20120040,Y,2017-03-07 04:06:52,1,12350,MINNESOTA,CENTRAL,INTRASTATE
2011,LNG,0,1,I,20120040,Y,2017-03-07 04:06:52,1,12350,TEXAS,SOUTHWEST,INTRASTATE
2011,LNG,3,1,I,20120041,Y,2017-03-07 04:06:52,1,7351,MASSACHUSETTS,EASTERN,INTERSTATE
2011,LNG,2,1,I,20120041,Y,2017-03-07 04:06:52,1,7351,MASSACHUSETTS,EASTERN,INTRASTATE
2011,LNG,2,1,I,20120042,N,2017-03-07 04:06:52,1,32640,MISSISSIPPI,SOUTHERN,INTERSTATE
2011,LNG,1,1,I,20120043,Y,2017-03-07 04:06:52,1,4070,TENNESSEE,SOUTHERN,INTERSTATE
2011,LNG,5,1,I,20120044,N,2017-03-07 04:06:52,1,32220,TEXAS,SOUTHWEST,INTERSTATE
2011,LNG,8,3,I,20120045,N,2017-03-07 04:06:52,1,99128,ALASKA,WESTERN,INTRASTATE
2011,LNG,1,1,I,20120046,Y,2017-03-07 04:06:52,1,3240,DELAWARE,EASTERN,INTRASTATE
2011,LNG,3,3,I,20120047,Y,2017-03-07 04:06:52,1,13840,OREGON,WESTERN,INTRASTATE
2011,LNG,4,2,I,20120048,N,2017-03-07 04:06:52,1,22189,WASHINGTON,WESTERN,INTRASTATE
2011,LNG,1,1,I,20120049,N,2017-03-07 04:06:52,1,15033,NEVADA,WESTERN,INTERSTATE
2011,LNG,1,1,I,20120050,Y,2017-03-07 04:06:52,1,24015,CONNECTICUT,EASTERN,INTRASTATE
2011,LNG,1,1,I,20120051,Y,2017-03-07 04:06:52,1,2604,VIRGINIA,EASTERN,INTRASTATE
2011,LNG,9,4,I,20120052,Y,2017-03-07 04:06:52,1,1209,MASSACHUSETTS,EASTERN,INTRASTATE
2011,LNG,4,1,I,20120053,N,2017-03-07 04:06:52,1,19733,LOUISIANA,SOUTHWEST,INTERSTATE
